Name,Net_Worth_USD,Height_cm,Status,Source_of_Wealth
Anthony Ramos,91017,172.35,Living,Retail
Jacob Carpenter,90999,201.75,Living,Insurance
Joe Shaw,90965,169.57,Deceased,Mining
Jeffrey Kelly,90811,195.3,Living,Oil & Gas
Alan Henderson,90746,201.45,Deceased,Retail
Victor Robertson,90601,161.49,Deceased,Real Estate
Gerald Chavez,90531,193.07,Living,Entertainment
Jack Arnold,90464,188.45,Living,Telecommunications
Juan Hughes,90400,209.73,Deceased,Aerospace
Philip Porter,90340,199.87,Deceased,Telecommunications
Christian Torres,90322,204.28,Living,Insurance
Brian Kim,90224,150.04,Living,Real Estate
Ethan Marshall,89645,190.3,Living,Fashion
Austin Freeman,89046,165.72,Deceased,Aerospace
Jonathan Hill,88905,209.45,Living,Manufacturing
Ryan Gordon,88449,151.93,Living,Sports
Jason Boyd,88381,202.78,Deceased,Sports
Benjamin Wright,88362,163.18,Deceased,Healthcare
James Richardson,88309,193.03,Living,Real Estate
Bruce Watkins,88276,170.49,Living,Automotive
Austin Torres,88186,180.91,Living,Transportation
Louis Boyd,88141,178.22,Deceased,Technology
Alexander Ferguson IV,88113,164.43,Living,Fashion
Walter Sullivan,87815,184.79,Living,Automotive
Gerald Reyes,87793,197.93,Deceased,Sports
Willie Parker,87656,184.45,Deceased,Banking
Charles Carroll,87569,170.22,Deceased,Retail
Bobby Watson,87529,206.25,Living,Manufacturing
Kyle Reed,87446,197.31,Living,Banking
Randy Barnes,86729,152.57,Deceased,Banking
Jason Harper,86672,152.56,Deceased,Oil & Gas
Aaron Reyes,86625,157.25,Living,Agriculture
Jordan Long,86573,202.35,Living,Media
Lawrence Morris,86025,207.13,Living,Luxury
Ethan Stone,85934,191.15,Living,Finance
Joshua Berry,85908,175.78,Deceased,Sports
Mark Thomas,85875,163.84,Living,Construction
Dylan Gardner,85663,170.89,Living,Media
Louis Butler Sr.,85215,169.97,Deceased,Agriculture
Albert Rodriguez,84926,163.25,Deceased,Mining
Dylan Edwards,84716,206.38,Deceased,Energy
Adam Ortiz,84628,189.52,Deceased,Real Estate
Bobby Holmes,84366,162.22,Deceased,Technology
Philip Kim,83942,183.69,Deceased,Banking
Charles Ruiz,83866,181.6,Deceased,Oil & Gas
Victor Diaz,83746,152.63,Deceased,Manufacturing
Kyle Patel,83595,165.56,Deceased,Entertainment
Ryan Powell,83538,171.18,Deceased,Media
Willie Hall,83479,156.23,Deceased,Media
Mark Rogers,82988,202.84,Living,Investment
Richard Chavez II,82964,209.24,Living,Real Estate
Jerry Thompson,82742,168.74,Deceased,Banking
Sean Mitchell,82611,205.17,Living,Media
Alexander Turner,82543,192.62,Living,Food & Beverage
Peter Riley Jr.,82201,158.75,Deceased,Agriculture
Willie Stewart,82198,190.97,Deceased,Transportation
Jeffrey Gomez,81969,178.97,Deceased,Banking
Dylan Willis,81717,182.18,Living,Banking
Dennis Simpson,81713,185.83,Deceased,Food & Beverage
Stephen Thomas,81534,208.02,Deceased,Manufacturing
Jeremy Grant,81513,153.58,Living,Real Estate
Paul Kim,81233,172.6,Living,Finance
James Murphy,81182,191.32,Living,Construction
Joe Gordon III,80809,199.15,Deceased,Mining
Ronald Jones,80732,197.21,Deceased,Insurance
Zachary Watson,80289,202.49,Living,Sports
Kyle Robertson,80264,175.36,Deceased,Finance
Eric Perez,80093,162.49,Deceased,Manufacturing
Kyle Perez,80052,179.78,Living,Telecommunications
Gabriel Stewart,79965,154.93,Deceased,Real Estate
Randy Bell Sr.,79783,194.77,Living,Agriculture
Brandon Lane,79517,176.99,Living,Sports
Paul Myers,79343,192.46,Deceased,Sports
Joshua Ortiz,79261,165.82,Living,Telecommunications
William Gonzalez,79196,171.7,Living,Retail
Christopher Richardson,79193,170.84,Living,Investment
Austin Collins,79043,193.19,Deceased,Investment
Paul Martinez,78826,150.68,Living,Banking
John Ruiz,78730,159.09,Living,Automotive
Walter Cruz,78631,191.11,Deceased,Construction
Jacob Sullivan,78372,152.48,Living,Energy
Edward Phillips,78362,155.44,Deceased,Automotive
Anthony Fisher,78241,169.5,Deceased,Automotive
Nathan Austin Jr.,78167,188.6,Deceased,Investment
Anthony Cook,78100,167.88,Deceased,Aerospace
Nicholas M. Ortiz,78061,204.44,Deceased,Automotive
Arthur R. Flores,78003,181.42,Deceased,Oil & Gas
Juan Duncan,78003,182.11,Deceased,Agriculture
Jeremy Cruz,77765,204.55,Deceased,Insurance
Juan West,77480,201.24,Deceased,Pharmaceuticals
Alexander Franklin,77347,150.63,Living,Finance
Patrick Alvarez,77342,191.92,Living,Luxury
James Gardner,77238,171.85,Deceased,Pharmaceuticals
Mason Jones,77215,151.45,Living,Oil & Gas
Ralph Z. Moore,77211,175.69,Deceased,Aerospace
Bobby Stephens,77048,169.08,Deceased,Transportation
Bryan Reed Jr.,77024,201.36,Deceased,Luxury
Benjamin Grant,76977,199.79,Deceased,Technology
Vincent Mills,76890,169.13,Living,Aerospace
Walter M. Jimenez,76815,168.42,Deceased,Pharmaceuticals
Ralph Torres,76806,194.14,Living,Sports
Brian R. Ramos,76726,172.41,Deceased,Telecommunications
Gabriel Wagner,76641,199.68,Deceased,Mining
Bryan Hall,76440,209.12,Living,Oil & Gas
Gerald Romero,76038,208.42,Living,Entertainment
Larry Howard,75902,154.21,Deceased,Healthcare
Philip Wagner,75783,169.19,Deceased,Media
Douglas Barnes,75633,195.88,Living,Oil & Gas
Eric Sanchez,75544,178.75,Deceased,Real Estate
Jack L. Powell,75403,152.04,Living,Sports
Benjamin Owens,75340,163.22,Living,Finance
Kenneth Webb,75336,167.01,Living,Telecommunications
Mason Clark,75285,187.21,Deceased,Entertainment
Henry White,75179,163.84,Deceased,Oil & Gas
Stephen Bailey,75056,165.04,Living,Sports
Harold Moore,74929,181.51,Living,Finance
Alan Garcia,74925,165.54,Living,Sports
Kenneth Hudson,74854,169.8,Deceased,Investment
Jonathan Peters,74750,195.98,Living,Construction
Lawrence M. Morales,74682,199.3,Living,Healthcare
Richard Brown,74512,162.51,Deceased,Media
Joe Sims,74479,152.13,Deceased,Insurance
Alan Riley,74111,160.9,Living,Pharmaceuticals
Dennis Harris,74033,179.57,Living,Technology
Bobby Alvarez IV,74000,191.77,Living,Luxury
Philip Franklin,73992,164.74,Deceased,Oil & Gas
Christopher Torres,73968,196.39,Living,Investment
Ethan White,73799,150.73,Living,Telecommunications
Randy Ruiz,73789,177.14,Living,Banking
Johnny Hudson,73771,168.47,Living,Aerospace
Donald Simpson,73740,177.18,Deceased,Insurance
Jose Cruz,73620,193.52,Deceased,Aerospace
Harold Hunt,73570,187.86,Living,Healthcare
Ralph Cooper,73523,156.12,Deceased,Oil & Gas
Benjamin Rose,73405,179.14,Living,Real Estate
Walter Simpson,73300,152.36,Living,Automotive
Vincent Chavez,73044,198.81,Deceased,Retail
Arthur Coleman,72920,153.44,Living,Sports
Keith Robinson,72861,169.5,Deceased,Telecommunications
Dylan Harris,72616,206.94,Deceased,Entertainment
Arthur Kelly,72480,200.97,Living,Technology
Bruce Robertson,72326,152.78,Deceased,Retail
Ralph Gonzales,72234,179.27,Living,Sports
Scott Sanchez,72187,183.29,Living,Mining
Richard R. Ramos,72149,176.86,Living,Healthcare
Anthony Evans,71978,170.93,Deceased,Finance
Matthew Hudson,71840,161.51,Deceased,Automotive
Carl O. Ellis,71767,160.48,Living,Technology
Kenneth Hall,71565,196.92,Living,Energy
Justin Berry,71508,187.07,Living,Oil & Gas
Gary Ramos,71405,199.13,Living,Food & Beverage
Jose Jordan,71324,179.98,Living,Agriculture
Mason Payne,71309,162.77,Deceased,Insurance
Paul Johnson,71029,174.74,Deceased,Luxury
Jose Elliott,70825,154.44,Living,Healthcare
Eugene Snyder,70396,175.22,Deceased,Oil & Gas
Edward Burns,70292,196.5,Deceased,Fashion
Carl Cook,70285,200.51,Living,Manufacturing
Roy Reyes,70266,174.04,Deceased,Transportation
William Thompson,70266,155.3,Living,Real Estate
Roy Bailey,70118,151.75,Deceased,Retail
Sean Lawson,69906,173.54,Living,Oil & Gas
Bryan Cole,69833,193.41,Deceased,Technology
Johnny Jones,69718,175.11,Deceased,Energy
Jeffrey Reyes,69373,157.36,Deceased,Media
Edward Clark,69136,162.44,Living,Mining
Lawrence Porter,69107,165.85,Living,Manufacturing
Ethan Wells,69106,179.5,Living,Food & Beverage
Gerald Hunt,68890,185.77,Living,Healthcare
Alan L. Tucker,68799,182.83,Living,Investment
Noah Rice,68687,183.8,Deceased,Finance
Jason Perez,68496,168.59,Living,Aerospace
Louis Scott,68325,165.96,Deceased,Automotive
Bradley Peters,68304,195.36,Living,Telecommunications
Edward Harris,68284,189.98,Deceased,Fashion
Arthur Q. Henry,68135,167.99,Living,Banking
Gregory Alvarez,68089,154.09,Deceased,Luxury
John Hicks,68053,184.81,Deceased,Pharmaceuticals
Austin Rogers,67896,156.37,Deceased,Transportation
Carl Stevens,67833,157.13,Living,Real Estate
Ralph Gibson,67568,164.07,Deceased,Food & Beverage
Benjamin Ray,67462,209.53,Deceased,Insurance
Jason Wood II,67420,190.96,Deceased,Sports
Dennis Harris,67324,196.79,Living,Automotive
Harold Murphy,67318,185.9,Living,Fashion
Kenneth Hart,67295,166.14,Deceased,Mining
Benjamin Fisher,67270,186.15,Deceased,Manufacturing
James Hart,67239,202.47,Deceased,Oil & Gas
Mason Garcia,67098,158.33,Deceased,Sports
Ethan Cooper,67087,150.05,Living,Healthcare
Tyler Morales,66992,197.63,Living,Technology
Mason Ramirez Jr.,66845,159.17,Deceased,Manufacturing
Donald Hall,66654,176.69,Living,Media
Robert Mills,66435,202.86,Living,Entertainment
Alexander Walker,66365,176.16,Deceased,Retail
Benjamin Cook,66207,176.57,Deceased,Construction
Benjamin Hamilton,66133,170.91,Living,Technology
Joe Cox,65748,150.41,Living,Insurance
Scott Berry,65729,205.0,Deceased,Oil & Gas
Stephen Simpson,65727,167.31,Living,Technology
Charles Vasquez,65631,204.51,Living,Aerospace
Nicholas Weaver,65562,175.81,Living,Media
Justin G. Holmes,65311,206.2,Living,Transportation
Ronald Holmes,65297,202.61,Deceased,Mining
Philip Gonzalez,65102,193.04,Living,Food & Beverage
Alan Ramos,64876,151.83,Living,Transportation
Vincent Foster,64632,151.68,Living,Telecommunications
Harold Ortiz,64462,164.51,Deceased,Banking
Noah Reyes,64296,193.0,Deceased,Telecommunications
Alexander Henry,64290,194.95,Living,Mining
Jerry Wright,64132,192.69,Deceased,Retail
Juan Lawrence,64027,150.2,Living,Transportation
Henry Ferguson,64015,208.9,Living,Sports
Roy Riley,64004,152.08,Deceased,Luxury
Edward Hunter,63884,167.02,Deceased,Automotive
Gerald Anderson,63875,159.97,Deceased,Retail
Austin Jordan,63717,168.3,Living,Retail
Michael Cruz,63679,175.52,Living,Automotive
Jerry Z. Nichols,63675,184.81,Living,Finance
Eric Cox,63596,172.98,Deceased,Aerospace
Ronald Sullivan,63590,204.08,Living,Luxury
Benjamin Daniels,63558,199.92,Living,Fashion
Timothy Butler,63427,189.85,Living,Technology
Martin Lewis,63155,152.59,Deceased,Agriculture
Eric Bailey,63041,198.86,Deceased,Retail
Daniel Henry,63005,196.3,Deceased,Luxury
John Turner,62998,176.42,Living,Real Estate
Jesse Jones,62672,199.37,Deceased,Mining
Jonathan Jimenez,62533,168.29,Living,Media
Vincent Edwards,62458,183.24,Deceased,Oil & Gas
Douglas Anderson,62073,186.54,Living,Oil & Gas
Adam Hunt,61995,194.38,Living,Agriculture
Alan Wagner,61916,202.06,Deceased,Fashion
Matthew Allen,61898,168.95,Living,Investment
Eric Cunningham,61816,165.9,Deceased,Agriculture
Alexander P. Diaz,61696,161.04,Living,Entertainment
Austin Pierce,61575,159.87,Living,Food & Beverage
Robert Hughes,61511,199.32,Living,Finance
Michael James,61466,195.67,Deceased,Luxury
Bobby Elliott,61387,195.75,Living,Food & Beverage
Charles R. Hunter,61118,203.47,Living,Luxury
Gregory H. Morgan,61058,174.31,Living,Sports
Matthew Wallace,61028,166.89,Living,Luxury
Eugene Greene,60898,157.43,Deceased,Healthcare
Juan O. Cook,60774,156.19,Living,Transportation
Gerald Allen,60668,154.94,Deceased,Oil & Gas
Donald Gray,60662,157.13,Living,Banking
Martin Bell,60606,168.96,Deceased,Investment
Scott Snyder,60544,165.88,Deceased,Transportation
Jesse Duncan,60508,188.45,Living,Pharmaceuticals
Philip I. Cox,60443,209.94,Deceased,Manufacturing
Harold Holmes,60314,153.26,Deceased,Pharmaceuticals
Ronald A. Ortiz,60293,180.16,Living,Sports
Henry Duncan,60272,155.1,Deceased,Sports
Roger Gibson,60073,162.4,Living,Telecommunications
Christian Payne,59904,178.92,Living,Energy
Alexander Gray,59831,176.64,Living,Agriculture
Louis Mendoza,59825,207.53,Living,Telecommunications
Stephen G. Wells,59724,208.31,Deceased,Luxury
Jason Perez,59523,151.01,Living,Agriculture
Tyler Phillips,59463,196.85,Living,Media
Richard Chavez,59325,188.51,Deceased,Technology
Jason King,59323,202.67,Deceased,Oil & Gas
Gary Brooks,59061,206.96,Living,Pharmaceuticals
Brian Rice,59031,184.64,Living,Food & Beverage
Paul Phillips,59016,150.88,Living,Retail
Paul Ray,58862,188.02,Living,Oil & Gas
Andrew Gomez,58793,202.22,Living,Oil & Gas
Adam Duncan,58756,156.43,Living,Telecommunications
Bobby Hill,58621,204.9,Living,Mining
Daniel Williams,58611,159.19,Deceased,Retail
Bruce Woods,58555,152.16,Deceased,Healthcare
Carl Bennett,58501,161.67,Deceased,Real Estate
Jonathan Duncan,58226,202.33,Living,Food & Beverage
Walter Kim,58169,202.82,Living,Construction
Benjamin Patel,58102,155.16,Deceased,Transportation
Stephen Nichols,58081,153.14,Living,Automotive
Anthony Lawson,57969,191.42,Living,Telecommunications
Vincent Murray,57932,208.42,Deceased,Banking
Tyler Rivera,57920,208.27,Living,Banking
Joe Lewis,57891,199.87,Living,Investment
Ryan Warren,57842,206.5,Deceased,Sports
Michael Stevens,57718,176.25,Living,Real Estate
Peter Hunt,57518,167.88,Living,Media
Walter Cruz,57347,198.22,Deceased,Healthcare
Harold Perez,57307,204.34,Living,Fashion
Michael Moore,57239,198.87,Deceased,Fashion
Jason Hawkins,57087,170.66,Living,Manufacturing
Ronald Reynolds,56907,164.3,Deceased,Oil & Gas
Kevin Kelley,56714,192.52,Living,Manufacturing
Arthur Williams,56589,194.21,Living,Oil & Gas
Steven Grant,56556,170.32,Living,Luxury
Martin Bailey,56529,203.38,Living,Luxury
Walter Hernandez,56404,184.93,Living,Food & Beverage
Louis Rice,56387,161.88,Living,Investment
Philip Palmer,56334,171.18,Living,Agriculture
Joshua Burns,56136,187.54,Living,Oil & Gas
Randy Kelly Jr.,56013,160.82,Deceased,Food & Beverage
Juan Robinson,56002,198.5,Deceased,Transportation
Bradley Butler,55999,180.23,Living,Banking
Joe Perez,55860,157.75,Living,Banking
Aaron M. Rice,55725,199.83,Deceased,Media
Matthew Crawford,55628,171.37,Living,Aerospace
Charles Perkins,55611,172.53,Living,Food & Beverage
William Ruiz,55501,162.68,Living,Pharmaceuticals
Louis Martin,55418,188.29,Living,Investment
Paul Grant III,55372,199.98,Deceased,Fashion
Dylan Ray,55358,180.52,Deceased,Construction
Alexander Pierce,55322,189.37,Deceased,Pharmaceuticals
Stephen Lawson,55233,155.15,Deceased,Agriculture
Alan Brown,55098,153.89,Living,Entertainment
Christian Gomez,54998,193.65,Living,Mining
Jason Morgan,54854,175.84,Deceased,Energy
Andrew Gonzalez,54767,181.08,Deceased,Manufacturing
Louis B. Collins,54750,172.49,Deceased,Banking
Anthony Morris,54723,162.29,Living,Agriculture
Adam Campbell,54637,196.91,Deceased,Investment
James Webb,54523,164.97,Deceased,Food & Beverage
David Peters,54502,184.9,Living,Pharmaceuticals
Vincent Green,54474,200.79,Deceased,Construction
Andrew Mendoza,54440,193.48,Living,Manufacturing
Dennis Morales,54404,172.05,Living,Pharmaceuticals
Ryan Peterson,54371,169.88,Living,Mining
Stephen Harper,54368,207.46,Living,Healthcare
Kevin Cruz,54169,209.33,Deceased,Food & Beverage
Jonathan Morales,53891,176.91,Deceased,Transportation
Larry Jimenez,53879,186.63,Living,Fashion
Michael C. Boyd,53877,186.53,Living,Automotive
Mark L. Torres,53872,181.04,Deceased,Healthcare
Richard Fisher,53869,194.24,Deceased,Real Estate
Jack Stewart,53713,186.72,Deceased,Agriculture
Michael Sanders,53637,194.02,Living,Construction
Kevin Wilson,53525,172.41,Living,Agriculture
Martin Campbell,53214,164.98,Living,Retail
Justin Perez II,53164,151.72,Deceased,Food & Beverage
Bradley Miller,53147,175.34,Deceased,Oil & Gas
Joshua Johnson,52884,175.02,Deceased,Healthcare
Wayne Miller,52709,156.67,Deceased,Energy
Dylan Gordon,52704,173.65,Living,Food & Beverage
Roy Bell,52692,162.63,Deceased,Aerospace
Walter Lawson,52644,167.63,Living,Retail
Adam Nguyen,52607,161.6,Deceased,Manufacturing
Ryan Fox,52391,155.6,Deceased,Real Estate
Mason Peterson,52271,171.06,Living,Oil & Gas
Thomas J. Harrison,52087,185.91,Living,Mining
Ralph Evans,52079,151.66,Deceased,Agriculture
Mark Cruz,52063,151.95,Deceased,Banking
Larry Hunter,51977,202.06,Deceased,Fashion
Gerald Carroll,51972,205.53,Deceased,Real Estate
Gerald Cruz,51875,158.42,Living,Aerospace
Paul Crawford,51863,204.73,Deceased,Oil & Gas
Jeffrey Ramirez,51650,195.67,Living,Pharmaceuticals
Zachary Berry II,51647,166.96,Living,Telecommunications
Albert Williams,51588,200.15,Deceased,Aerospace
Jerry Reed,51465,187.37,Deceased,Entertainment
Paul Morris IV,51427,161.47,Living,Mining
Walter Reed,51353,191.69,Living,Insurance
Nicholas Barnes,51288,174.71,Deceased,Finance
Timothy Morris,51266,168.63,Deceased,Oil & Gas
Tyler Y. Howard,51194,174.44,Deceased,Technology
Jordan Martin,51142,209.49,Living,Agriculture
Eugene Adams IV,51062,162.38,Living,Sports
John Andrews,50848,183.5,Deceased,Food & Beverage
Jordan Wright,50744,164.11,Deceased,Food & Beverage
Samuel Porter,50724,176.74,Deceased,Mining
John Stevens,50676,159.5,Deceased,Retail
Jacob James Jr.,50515,201.18,Deceased,Automotive
Jacob Long,50492,167.48,Deceased,Insurance
Eugene Hall IV,50420,157.28,Living,Entertainment
Mason Brooks,50360,168.3,Living,Real Estate
Walter Watkins,50324,180.86,Deceased,Aerospace
Timothy Thompson,50236,164.52,Deceased,Pharmaceuticals
Mark Davis III,50180,179.28,Living,Fashion
Kenneth Castillo,50076,198.11,Living,Investment
James Bradley,49640,189.87,Deceased,Retail
Sean Willis Jr.,49449,201.77,Living,Food & Beverage
Victor Gonzalez,49287,198.83,Deceased,Construction
Jeremy Young,49094,205.23,Deceased,Automotive
James Patel,48912,164.04,Living,Technology
Brian Simmons,48661,165.36,Deceased,Transportation
Kenneth Sanders,48484,181.5,Deceased,Automotive
Eugene Greene,48451,179.83,Deceased,Manufacturing
Benjamin Barnes,48413,206.65,Living,Energy
Keith Berry,48316,208.32,Deceased,Technology
Jonathan Berry,48237,161.38,Living,Aerospace
Jack Ray,48144,199.26,Deceased,Pharmaceuticals
Anthony Reed,47723,151.3,Deceased,Technology
Scott Graham,47446,200.66,Deceased,Energy
Philip Coleman,47355,197.15,Deceased,Energy
Matthew Owens Jr.,47196,164.21,Deceased,Technology
Anthony Reed,47187,192.07,Living,Insurance
Samuel Kelley,46947,196.05,Deceased,Manufacturing
Alexander Hawkins,46829,193.65,Deceased,Sports
Joe Mendoza,46620,165.23,Living,Oil & Gas
Edward S. Jordan,46528,178.02,Living,Oil & Gas
Brian Vasquez,46451,153.94,Deceased,Oil & Gas
Philip Cooper,45947,171.52,Living,Technology
Ryan Rivera,45900,163.84,Deceased,Automotive
Lawrence Cook,45867,157.71,Living,Technology
John Burns,45815,196.52,Living,Energy
Benjamin Cox,45709,187.29,Living,Automotive
Richard D. Diaz,45531,179.42,Living,Investment
David Garcia,45457,175.34,Living,Media
Edward Martinez,45400,173.08,Deceased,Mining
Kevin Gonzalez,45139,174.86,Deceased,Energy
Timothy Lawson,45004,166.37,Deceased,Real Estate
David Q. Johnson,44821,162.45,Living,Real Estate
Arthur Johnson,44453,157.45,Living,Construction
Tyler Peterson,44311,178.3,Deceased,Construction
Vincent Andrews,44169,178.24,Living,Construction
Keith Cook,43938,172.27,Deceased,Finance
Johnny Greene,43922,178.26,Deceased,Pharmaceuticals
Mason H. Cole,43827,179.28,Deceased,Media
Jason Kelly,43814,161.08,Deceased,Transportation
Mark Lawson,43812,200.11,Deceased,Food & Beverage
Gerald Hicks,43770,207.44,Deceased,Food & Beverage
Albert Smith,43701,176.93,Deceased,Telecommunications
Edward Austin,43630,187.25,Deceased,Luxury
Lawrence Gomez,43613,164.43,Living,Healthcare
Kenneth Jenkins,43562,169.61,Living,Telecommunications
Ronald Ross,43522,152.74,Deceased,Insurance
Bryan Reyes III,43468,162.97,Living,Technology
Jonathan Butler,43445,168.41,Living,Luxury
Jacob Hill,43422,173.87,Deceased,Manufacturing
Edward Freeman,43317,152.31,Deceased,Media
Steven Hicks,43255,172.55,Deceased,Pharmaceuticals
Kyle Ruiz,42942,186.21,Living,Sports
Nicholas Woods,42601,197.52,Deceased,Luxury
Anthony James,42523,203.02,Living,Food & Beverage
Roger Morales,42438,195.77,Deceased,Mining
Vincent Gomez,42383,208.74,Deceased,Pharmaceuticals
Jason Thompson,42251,154.66,Deceased,Fashion
Jack Edwards,42212,207.65,Deceased,Energy
Kevin Tucker,41957,196.88,Living,Healthcare
Edward Rice,41923,205.52,Living,Luxury
Eugene S. Dunn,41862,205.32,Living,Transportation
Eugene Turner,41651,166.79,Living,Telecommunications
Edward Wallace,41598,201.71,Living,Construction
Jacob Stevens,41570,202.93,Living,Automotive
Brian Ortiz,41254,151.86,Living,Oil & Gas
Ronald Fisher,41251,180.29,Living,Automotive
Jesse Hudson,41078,171.86,Living,Investment
Andrew Cox,41070,173.37,Deceased,Mining
Sean Perez,41033,176.51,Deceased,Media
Bradley Ramirez III,40837,167.54,Deceased,Food & Beverage
Jeremy Pierce,40799,207.8,Deceased,Manufacturing
Brian Morris,40653,173.3,Deceased,Real Estate
Victor Roberts,40512,167.82,Living,Energy
Benjamin Hamilton,40429,161.73,Living,Construction
Daniel Simpson,40395,180.02,Deceased,Fashion
Ralph Peterson,40280,196.16,Living,Automotive
Donald Gonzalez,40153,179.72,Living,Transportation
Timothy Nichols,40003,164.01,Deceased,Aerospace
Gary Flores,39755,164.24,Living,Healthcare
Paul Mendoza,39727,196.78,Deceased,Luxury
Ronald Graham,39628,176.87,Deceased,Manufacturing
Randy Castillo,39498,183.07,Deceased,Real Estate
Brandon Crawford II,39292,203.45,Deceased,Aerospace
Willie Adams,38880,161.86,Living,Investment
Lawrence Rogers,38670,157.69,Deceased,Real Estate
Louis Young,38449,162.98,Living,Transportation
Ralph Romero,38434,174.0,Living,Energy
Nathan Myers,38363,179.97,Living,Telecommunications
Justin Phillips,38285,153.75,Living,Media
Jack Q. Ellis,38139,208.75,Living,Media
Samuel Gomez,38085,175.59,Living,Media
George Gomez,37931,207.82,Living,Automotive
Billy Cruz,37910,171.43,Deceased,Energy
Andrew Rogers,37648,170.38,Living,Banking
Jonathan Greene,37622,190.22,Deceased,Sports
Billy N. Foster,37590,161.92,Deceased,Technology
Wayne Rivera,37500,170.51,Living,Real Estate
Gabriel Mendoza,37410,179.92,Living,Oil & Gas
Vincent Marshall,37404,182.85,Living,Food & Beverage
Keith Pierce,37308,165.79,Living,Insurance
Brandon Butler,37230,185.68,Living,Pharmaceuticals
Edward Fisher,37025,184.42,Deceased,Media
Daniel Cruz,36575,209.28,Deceased,Healthcare
Johnny Long,36541,209.58,Living,Insurance
Kevin Young,36488,197.11,Living,Agriculture
Robert Lawson,36325,191.15,Living,Banking
Jonathan Diaz,36289,189.17,Deceased,Oil & Gas
Johnny Chavez,36121,181.18,Deceased,Manufacturing
Vincent J. Harper,36014,174.34,Living,Fashion
Jose Rogers,35988,169.28,Living,Oil & Gas
Alexander Ramirez,35824,173.82,Deceased,Energy
Samuel Castillo,35667,150.7,Deceased,Pharmaceuticals
Ryan Jimenez,35395,179.11,Deceased,Food & Beverage
Joe B. Harris,35261,207.57,Living,Food & Beverage
Jeffrey C. Hudson,35137,155.19,Deceased,Insurance
William Reyes,35092,168.89,Living,Construction
Douglas Mason,34793,194.77,Deceased,Real Estate
Justin Crawford,34741,160.01,Deceased,Pharmaceuticals
Bryan D. Shaw,34548,177.42,Living,Telecommunications
Vincent Morgan,34477,157.09,Living,Oil & Gas
Paul Perkins,34382,206.87,Living,Transportation
Dylan Moore,34341,187.92,Deceased,Agriculture
Peter M. Garcia II,34315,204.42,Living,Agriculture
Sean Long,34171,164.5,Living,Construction
Larry Bell,34022,186.19,Living,Telecommunications
Philip R. Long,33888,187.68,Living,Investment
Matthew Perkins,33793,164.95,Deceased,Media
Jacob Wallace,33785,159.3,Living,Insurance
Walter M. Porter,33591,160.51,Deceased,Media
Alexander Martin,33158,189.42,Living,Aerospace
Henry M. Chavez,33143,187.55,Deceased,Automotive
Vincent Cruz,32965,205.1,Living,Construction
Dylan Murray,32866,195.95,Living,Mining
Matthew Thomas,32811,198.52,Deceased,Retail
Wayne Henderson,32809,186.99,Living,Real Estate
Carl Jones,32552,165.18,Deceased,Media
Jeremy Sullivan,32549,166.45,Deceased,Finance
Gerald Snyder,32430,157.88,Living,Construction
Joe O. Murphy,32340,153.72,Living,Aerospace
Mason Hill,32227,205.79,Deceased,Entertainment
Jacob Lopez,31797,184.64,Deceased,Food & Beverage
Dennis Reed,31751,185.43,Living,Healthcare
Gerald Cruz,31735,202.25,Living,Construction
Bradley Ross,31639,182.2,Living,Investment
Joe Spencer,31590,190.7,Deceased,Finance
Brian Greene,31585,157.78,Deceased,Technology
Michael Powell,31417,194.9,Deceased,Insurance
Roger M. Gordon,31224,184.11,Living,Sports
Brian U. Simpson,31165,205.29,Living,Aerospace
Dylan Hunt,31165,205.11,Deceased,Real Estate
Gabriel Ferguson,30987,157.66,Living,Construction
Brandon C. Dunn,30962,203.73,Living,Mining
Wayne Campbell,30916,184.84,Deceased,Automotive
Ronald Henderson,30872,191.67,Living,Pharmaceuticals
Jesse Robinson,30799,167.85,Deceased,Insurance
Patrick X. Reyes Sr.,30706,157.43,Living,Food & Beverage
Alan Ray,30559,187.62,Deceased,Transportation
Jack Richardson Sr.,30538,170.45,Deceased,Telecommunications
Sean Myers,30536,195.41,Living,Telecommunications
Thomas Diaz,30380,173.79,Living,Aerospace
Adam Perkins,30361,165.11,Deceased,Food & Beverage
Victor Lewis,30286,169.37,Deceased,Investment
Brian Sanders,30189,173.53,Deceased,Telecommunications
Timothy Sanchez III,30101,174.33,Living,Energy
Brian Palmer,29951,201.92,Deceased,Telecommunications
Juan Hart,29861,192.96,Deceased,Food & Beverage
Douglas Davis,29663,204.38,Deceased,Media
Arthur Powell,29655,159.82,Deceased,Technology
Mark Rodriguez,29648,190.81,Deceased,Luxury
Juan Dixon,29589,189.02,Living,Entertainment
Harold Carter,29587,179.57,Living,Pharmaceuticals
Bobby Webb,29473,196.25,Deceased,Construction
Wayne D. Parker,29471,203.11,Living,Mining
Dennis Ramirez,29005,190.76,Living,Insurance
Ronald X. Long,28825,204.93,Living,Automotive
Randy Myers,28798,199.95,Living,Technology
Christian Jones,28591,157.58,Deceased,Transportation
Kyle V. Allen,28489,179.84,Deceased,Mining
Peter Peters,28464,207.86,Living,Healthcare
Peter Chavez,28171,154.58,Deceased,Energy
Thomas Wood,28142,209.63,Deceased,Insurance
Harold Bell,27925,157.13,Living,Mining
Adam Snyder,27872,193.78,Living,Luxury
Joshua Brooks,27869,153.03,Living,Manufacturing
